Year,Month,Day,CS_DHI,CS_DNI,CS_GHI,DHI,DNI,GHI
2016,5,10,63.125,417.7916666666667,337.9583333333333,115.20833333333333,96.04166666666667,173.04166666666666
2016,5,11,74.875,402.6666666666667,332.9166666666667,108.45833333333333,115.58333333333333,176.79166666666666
2016,5,12,56.416666666666664,449.5833333333333,353.875,92.20833333333333,183.83333333333334,235.58333333333334
2016,5,13,70.41666666666667,438.2083333333333,347.3333333333333,94.91666666666667,240.70833333333334,239.54166666666666
2016,5,14,53.791666666666664,493.3333333333333,370.9583333333333,77.79166666666667,378.0,326.5416666666667
2016,5,15,54.375,497.875,369.4166666666667,54.791666666666664,493.0416666666667,367.875
2016,5,16,71.41666666666667,443.75,355.0833333333333,135.20833333333334,190.04166666666666,259.2083333333333
2016,5,17,82.125,417.0416666666667,350.9166666666667,143.66666666666666,138.70833333333334,223.41666666666666
2016,5,18,49.583333333333336,504.7916666666667,373.9166666666667,53.416666666666664,471.7916666666667,366.5
2016,5,19,62.375,474.4166666666667,366.7916666666667,62.375,474.4166666666667,366.7916666666667
2016,5,20,69.04166666666667,442.4166666666667,358.25,149.125,81.875,187.08333333333334
2016,5,21,71.54166666666667,445.9166666666667,361.625,71.04166666666667,398.9583333333333,345.5416666666667
2016,5,22,60.5,467.5833333333333,367.5833333333333,60.5,467.5833333333333,367.5833333333333
2016,5,23,60.125,471.9583333333333,362.0,110.29166666666667,345.5,327.1666666666667
2016,5,24,72.79166666666667,425.5,348.3333333333333,152.875,156.95833333333334,258.0
2016,5,25,64.16666666666667,440.125,352.25,155.375,145.41666666666666,245.625
2016,5,26,62.625,456.2083333333333,363.25,127.04166666666667,262.7916666666667,299.0833333333333
2016,5,27,61.458333333333336,446.375,355.375,145.25,122.45833333333333,232.45833333333334
2016,5,28,62.208333333333336,458.2916666666667,358.1666666666667,104.95833333333333,276.375,291.0
2016,5,29,55.541666666666664,472.5833333333333,363.9166666666667,62.333333333333336,448.25,356.5
2016,5,30,58.208333333333336,469.6666666666667,362.0416666666667,79.04166666666667,347.5,312.4583333333333
2016,5,31,71.08333333333333,422.9583333333333,353.875,132.875,211.58333333333334,268.25
2016,6,1,53.291666666666664,480.4583333333333,371.7916666666667,77.25,368.8333333333333,341.9166666666667
2016,6,2,52.875,506.0416666666667,378.5,52.875,506.0416666666667,378.5
2016,6,3,58.083333333333336,471.2083333333333,366.5416666666667,58.083333333333336,471.2083333333333,366.5416666666667
2016,6,4,59.958333333333336,464.875,368.5,73.41666666666667,367.7083333333333,342.125
2016,6,5,56.208333333333336,481.2916666666667,373.1666666666667,61.291666666666664,427.6666666666667,360.7916666666667
2016,6,6,54.166666666666664,499.2916666666667,379.75,54.166666666666664,499.2916666666667,379.75
2016,6,7,49.666666666666664,524.7916666666666,387.5416666666667,49.666666666666664,524.7916666666666,387.5416666666667
2016,6,8,57.25,492.125,374.9583333333333,57.25,492.125,374.9583333333333
2016,6,9,67.75,441.5,360.125,112.29166666666667,279.6666666666667,319.625
2016,6,10,66.5,440.625,360.6666666666667,84.91666666666667,381.5416666666667,345.25
2016,6,11,78.70833333333333,415.0416666666667,352.375,132.33333333333334,248.33333333333334,299.2916666666667
2016,6,12,83.70833333333333,393.4583333333333,352.0,113.70833333333333,281.875,319.6666666666667
2016,6,13,77.58333333333333,418.5833333333333,357.2916666666667,77.58333333333333,418.5833333333333,357.2916666666667
2016,6,14,69.125,430.7083333333333,357.2916666666667,133.33333333333334,265.25,302.4583333333333
2016,6,15,54.458333333333336,476.875,370.25,56.916666666666664,466.7083333333333,368.0416666666667
2016,6,16,51.291666666666664,500.7083333333333,377.5416666666667,51.291666666666664,500.7083333333333,377.5416666666667
2016,6,17,52.166666666666664,505.2916666666667,378.75,52.166666666666664,505.2916666666667,378.75
2016,6,18,56.458333333333336,493.4583333333333,378.9166666666667,71.04166666666667,427.7916666666667,364.0
2016,6,19,57.916666666666664,481.4583333333333,373.5,57.916666666666664,481.4583333333333,373.5
2016,6,20,66.75,444.5,361.75,85.70833333333333,358.375,334.375
2016,6,21,52.25,501.4166666666667,383.0416666666667,53.125,487.0,380.875
2016,6,22,83.375,411.0416666666667,354.5416666666667,100.25,235.45833333333334,284.625
2016,6,23,57.5,478.5416666666667,377.9166666666667,108.41666666666667,358.875,331.7916666666667
2016,6,24,66.45833333333333,454.2916666666667,365.4166666666667,77.33333333333333,426.375,357.7916666666667
2016,6,25,65.91666666666667,438.2083333333333,358.75,104.29166666666667,325.0,321.9166666666667
2016,6,26,58.333333333333336,461.125,373.2916666666667,111.58333333333333,276.4166666666667,318.625
2016,6,27,53.625,491.25,371.2083333333333,59.791666666666664,453.5416666666667,364.125
2016,6,28,50.5,503.125,379.875,74.83333333333333,442.0416666666667,358.0416666666667
2016,6,29,55.416666666666664,494.7916666666667,377.0,114.95833333333333,359.5,332.2083333333333
2016,6,30,77.91666666666667,421.75,358.375,107.08333333333333,191.08333333333334,240.08333333333334
2016,7,1,54.083333333333336,499.6666666666667,382.8333333333333,57.041666666666664,447.5416666666667,367.0833333333333
2016,7,2,56.625,482.875,371.5416666666667,131.16666666666666,88.45833333333333,167.75
2016,7,3,56.625,478.7083333333333,368.8333333333333,166.45833333333334,104.58333333333333,240.83333333333334
2016,7,4,68.79166666666667,440.0416666666667,363.2916666666667,123.33333333333333,46.583333333333336,142.41666666666666
2016,7,5,61.833333333333336,455.7916666666667,361.625,108.95833333333333,277.3333333333333,299.3333333333333
2016,7,6,63.208333333333336,438.5416666666667,357.0416666666667,151.08333333333334,61.5,189.75
2016,7,7,60.291666666666664,451.7083333333333,357.875,86.54166666666667,258.125,267.7916666666667
2016,7,8,49.291666666666664,499.0416666666667,375.5,49.25,492.875,375.1666666666667
2016,7,9,45.708333333333336,508.75,373.125,46.041666666666664,497.2083333333333,372.2083333333333
2016,7,10,63.25,457.8333333333333,356.1666666666667,115.54166666666667,126.875,172.25
2016,7,11,59.541666666666664,446.9583333333333,356.7083333333333,63.166666666666664,392.125,341.7083333333333
2016,7,12,59.166666666666664,456.7916666666667,363.4166666666667,107.16666666666667,295.5416666666667,306.875
2016,7,13,72.625,424.75,352.125,116.70833333333333,191.45833333333334,210.16666666666666
2016,7,14,52.666666666666664,477.875,364.5,66.66666666666667,433.5416666666667,353.8333333333333
2016,7,15,53.666666666666664,483.75,363.0416666666667,130.58333333333334,269.9583333333333,257.8333333333333
2016,7,16,50.625,488.7083333333333,366.0,52.583333333333336,454.2083333333333,360.375
2016,7,17,73.0,419.125,345.5833333333333,120.5,121.0,184.5
2016,7,18,67.58333333333333,415.875,346.2083333333333,117.41666666666667,203.125,267.0416666666667
2016,7,19,74.875,414.5,340.1666666666667,87.83333333333333,119.20833333333333,129.25
2016,7,20,75.79166666666667,397.0416666666667,337.625,135.5,169.625,255.625
2016,7,21,60.416666666666664,432.0833333333333,344.0,64.95833333333333,394.2083333333333,336.5
2016,7,22,62.25,424.3333333333333,340.875,103.375,258.875,286.0416666666667
2016,7,23,62.166666666666664,422.375,339.0,140.33333333333334,163.58333333333334,233.54166666666666
2016,7,24,68.58333333333333,413.5416666666667,338.7916666666667,135.04166666666666,217.375,274.2916666666667
2016,7,25,48.208333333333336,476.2083333333333,356.6666666666667,64.70833333333333,364.2083333333333,331.125
2016,7,26,48.375,478.9166666666667,352.4583333333333,128.16666666666666,252.41666666666666,254.75
2016,7,27,59.833333333333336,447.5833333333333,343.75,129.33333333333334,259.875,288.6666666666667
2016,7,28,54.791666666666664,446.4166666666667,343.5416666666667,110.625,285.4583333333333,289.6666666666667
2016,7,29,57.958333333333336,432.0,337.125,134.41666666666666,122.91666666666667,196.29166666666666
2016,7,30,70.45833333333333,403.0833333333333,332.125,132.75,89.125,187.91666666666666
2016,7,31,60.541666666666664,425.4583333333333,336.4583333333333,137.875,206.20833333333334,262.4166666666667
2016,8,1,72.08333333333333,399.4583333333333,327.75,132.5,136.04166666666666,209.66666666666666
2016,8,2,73.29166666666667,380.7083333333333,321.5833333333333,121.20833333333333,75.0,156.875
2016,8,3,73.66666666666667,376.7916666666667,324.125,119.375,247.83333333333334,275.0416666666667
2016,8,4,58.291666666666664,420.5833333333333,326.1666666666667,60.75,402.2083333333333,322.3333333333333
2016,8,5,52.083333333333336,433.2083333333333,332.0,66.83333333333333,368.4583333333333,315.5833333333333
2016,8,6,45.375,471.25,339.125,86.95833333333333,350.0,305.0
