1,1,17.833333333333332,284.4583333333333,105.91666666666667,29.666666666666668,162.66666666666666,81.54166666666667
1,2,28.833333333333332,202.08333333333334,94.95833333333333,16.0,0.9166666666666666,16.416666666666668
1,3,22.375,254.83333333333334,103.54166666666667,34.625,17.458333333333332,38.625
1,4,17.25,303.0833333333333,111.91666666666667,19.208333333333332,263.9166666666667,105.41666666666667
1,5,20.666666666666668,304.0416666666667,116.33333333333333,39.208333333333336,91.83333333333333,69.5
1,6,17.416666666666668,309.8333333333333,115.16666666666667,24.083333333333332,269.1666666666667,104.70833333333333
1,7,16.5,307.1666666666667,114.0,16.5,307.1666666666667,114.0
1,8,19.416666666666668,289.8333333333333,112.25,39.625,91.66666666666667,73.04166666666667
1,9,19.5,270.1666666666667,107.29166666666667,25.208333333333332,0.25,25.25
1,10,24.0,246.75,105.125,20.333333333333332,0.041666666666666664,20.333333333333332
1,11,23.166666666666668,246.33333333333334,105.58333333333333,34.291666666666664,29.458333333333332,42.791666666666664
1,12,19.166666666666668,288.7083333333333,114.20833333333333,34.791666666666664,141.29166666666666,78.54166666666667
1,13,20.208333333333332,277.4166666666667,113.0,45.625,29.083333333333332,55.375
1,14,21.666666666666668,270.0416666666667,113.08333333333333,34.291666666666664,133.04166666666666,83.41666666666667
1,15,21.125,275.0833333333333,114.08333333333333,40.041666666666664,20.25,46.916666666666664
1,16,31.208333333333332,209.5,104.66666666666667,13.041666666666666,17.791666666666668,15.833333333333334
1,17,29.875,230.58333333333334,111.33333333333333,22.791666666666668,50.541666666666664,34.875
1,18,19.416666666666668,298.625,122.20833333333333,40.791666666666664,91.0,61.666666666666664
1,19,22.833333333333332,259.2916666666667,113.625,32.583333333333336,18.958333333333332,35.041666666666664
1,20,26.958333333333332,247.66666666666666,115.66666666666667,31.083333333333332,59.541666666666664,42.666666666666664
1,21,26.416666666666668,258.125,117.29166666666667,22.666666666666668,91.41666666666667,54.75
1,22,22.458333333333332,281.5,122.0,34.208333333333336,73.08333333333333,46.833333333333336
1,23,26.625,281.25,125.29166666666667,37.791666666666664,7.708333333333333,39.416666666666664
1,24,24.916666666666668,283.5416666666667,124.91666666666667,23.625,3.0416666666666665,25.0
1,25,36.458333333333336,230.66666666666666,121.95833333333333,14.083333333333334,0.0,14.083333333333334
1,26,25.708333333333332,311.5833333333333,136.54166666666666,42.0,15.541666666666666,44.041666666666664
1,27,25.583333333333332,323.5833333333333,139.58333333333334,36.125,175.33333333333334,101.20833333333333
1,28,32.791666666666664,297.0833333333333,138.33333333333334,35.75,115.5,76.58333333333333
1,29,28.333333333333332,327.4166666666667,144.20833333333334,36.458333333333336,16.833333333333332,41.958333333333336
1,30,26.458333333333332,309.6666666666667,136.70833333333334,45.916666666666664,69.04166666666667,77.5
1,31,22.208333333333332,331.9166666666667,141.45833333333334,53.583333333333336,29.916666666666668,64.125
2,1,24.458333333333332,333.125,144.125,42.458333333333336,174.04166666666666,111.66666666666667
2,2,22.125,354.5,150.0,34.666666666666664,267.7083333333333,130.75
2,3,21.416666666666668,372.0,156.95833333333334,21.875,352.125,155.04166666666666
2,4,33.125,296.4166666666667,142.75,31.0,35.458333333333336,33.875
2,5,24.625,333.5833333333333,150.20833333333334,35.5,220.5,127.83333333333333
2,6,29.125,310.125,148.25,37.625,218.16666666666666,132.70833333333334
2,7,35.083333333333336,286.9583333333333,147.79166666666666,31.5,41.583333333333336,45.166666666666664
2,8,27.875,351.125,163.33333333333334,33.458333333333336,140.83333333333334,82.41666666666667
2,9,25.5,377.8333333333333,170.45833333333334,29.208333333333332,332.9166666666667,160.375
2,10,28.541666666666668,320.6666666666667,154.08333333333334,57.75,152.66666666666666,118.70833333333333
2,11,26.458333333333332,326.7916666666667,157.08333333333334,63.708333333333336,74.625,99.54166666666667
2,12,22.291666666666668,375.9583333333333,171.375,22.25,359.9166666666667,169.83333333333334
2,13,25.416666666666668,368.7083333333333,172.70833333333334,34.458333333333336,285.5833333333333,156.33333333333334
2,14,23.958333333333332,369.5416666666667,172.54166666666666,41.166666666666664,257.5,150.5
2,15,21.916666666666668,376.8333333333333,174.79166666666666,23.083333333333332,349.4166666666667,172.16666666666666
2,16,27.333333333333332,354.9166666666667,173.08333333333334,61.708333333333336,136.41666666666666,125.5
2,17,23.625,373.6666666666667,178.75,24.0,359.4583333333333,177.5
2,18,22.791666666666668,381.1666666666667,181.83333333333334,23.583333333333332,367.0833333333333,180.125
2,19,31.416666666666668,336.375,173.79166666666666,37.875,287.9583333333333,164.29166666666666
2,20,50.75,246.16666666666666,160.875,53.75,15.958333333333334,60.541666666666664
2,21,25.583333333333332,365.375,186.91666666666666,25.916666666666668,330.0833333333333,179.54166666666666
2,22,26.583333333333332,375.1666666666667,186.41666666666666,26.583333333333332,375.1666666666667,186.41666666666666
2,23,38.458333333333336,319.5416666666667,180.58333333333334,48.916666666666664,27.541666666666668,54.708333333333336
2,24,52.291666666666664,283.625,182.83333333333334,40.833333333333336,40.541666666666664,52.833333333333336
2,25,34.875,395.4583333333333,209.375,37.458333333333336,343.7083333333333,195.0
2,26,30.791666666666668,385.7083333333333,202.04166666666666,35.25,348.7916666666667,194.91666666666666
2,27,34.75,363.375,200.79166666666666,40.083333333333336,300.7916666666667,188.20833333333334
2,28,37.916666666666664,335.3333333333333,192.95833333333334,70.04166666666667,28.083333333333332,86.625
3,1,39.208333333333336,356.4583333333333,204.29166666666666,48.416666666666664,5.791666666666667,52.166666666666664
3,2,34.791666666666664,384.375,212.16666666666666,65.79166666666667,143.29166666666666,150.83333333333334
